ID,img_path,Description,Question,A,B,C,D,answer
TRAIN_989,./dataset/generated/images/scene_783.jpg,"A group of people are standing together, smiling and taking pictures with their cell phones. They are in front of a Hollywood sign.",What is the group of people doing in the image?,Taking pictures with their cell phones,Smiling and posing for a picture,Standing in front of a Hollywood sign,All of the above,D
TRAIN_990,./dataset/generated/images/scene_784.jpg,"A man is taking a picture of a busy city street at night. There are many people walking around, and the street is filled with lights.",What is the man taking a picture of?,Buildings,People,Traffic lights,Sky,B
TRAIN_991,./dataset/generated/images/scene_785.jpg,A man is taking a picture of himself in front of a brightly lit cityscape. He is holding a cell phone in his hand.,What is the man holding in his hand?,Camera,Cell phone,Pen,Remote control,B
TRAIN_992,./dataset/generated/images/scene_786.jpg,"A group of six people, including a man and a woman, are walking down a street in front of a building. They are smiling and posing for a picture.",What is the group of people doing in the image?,Walking down the street,Posing for a picture,Smiling,All of the above,D
TRAIN_993,./dataset/generated/images/scene_787.jpg,A person is taking a picture of a waterfall using a cell phone. The waterfall is located in a rocky area with a green river flowing through it.,What is the person holding in their hand?,A camera,A cell phone,A video camera,A tripod,B
TRAIN_994,./dataset/generated/images/scene_788.jpg,"A family of five, consisting of a man, a woman, and three children, are walking on the beach at sunset. They are holding hands and enjoying their time together.",What is the family doing in the image?,They are walking on the beach.,They are holding hands.,They are enjoying their time together.,They are posing for a picture.,A
TRAIN_995,./dataset/generated/images/scene_789.jpg,"A man is standing on a street at night, taking a picture with his cell phone. He is wearing a backpack and has a camera around his neck. The scene is blurry, and the man is the main focus of the image.",What is the man holding in his hand?,A camera,A cell phone,A camera with a lens,A camera with a lens and a cell phone,B
TRAIN_996,./dataset/generated/images/scene_79.jpg,"A busy airport terminal with people walking around and carrying luggage. There are several TVs displaying flight information, and a large number of people are present.",What is the main activity in the image?,People walking around,Watching TVs,Flying,Waiting for flights,A
TRAIN_997,./dataset/generated/images/scene_790.jpg,"A busy marketplace with people shopping for fresh produce. There are several people walking around, and a woman is taking pictures of the produce.",What is the woman taking pictures of?,Fruits and vegetables,People,Flowers,Animals,A
TRAIN_998,./dataset/generated/images/scene_791.jpg,A person is taking a picture of a beautiful mountain view with a camera. The person is standing in front of a forest.,What is the person holding in their hand?,A cell phone,A camera,A laptop,A book,B
TRAIN_999,./dataset/generated/images/scene_792.jpg,"A group of people are sitting around a wooden table, enjoying coffee and desserts. They are smiling and having a good time.",What is the main activity in the image?,Eating,Drinking,Smiling,Sitting,B
TRAIN_1000,./dataset/generated/images/scene_793.jpg,"A family is sitting together on a couch, playing a video game. A man is holding a Wii remote, and a young girl is watching him play.",What is the man holding in his hand?,Wii remote,Cell phone,Book,Cup,A
TRAIN_1001,./dataset/generated/images/scene_794.jpg,"A group of young people are sitting on a bench, smiling and laughing together. They are posing for a picture, and one of the girls is leaning on the boy.",What is the main activity in the image?,The group is playing a game.,The group is posing for a picture.,The group is having a picnic.,The group is watching a movie.,B
TRAIN_1002,./dataset/generated/images/scene_795.jpg,"A group of people are sitting around a table, enjoying a meal together. They are smiling and laughing, creating a warm and friendly atmosphere. The table is filled with plates of food, glasses of drinks, and various utensils such as forks and knives.",What is the main activity in the image?,Eating,Drinking,Smiling and laughing,All of the above,D
TRAIN_1003,./dataset/generated/images/scene_796.jpg,"A group of people are sitting in the stands at a sporting event, cheering and holding up flags. They are all wearing red and white clothing.",What color are the people's shirts in the image?,Red,White,Blue,Green,A
TRAIN_1004,./dataset/generated/images/scene_797.jpg,"A group of people sitting at a table, smiling and enjoying their time together. They are drinking coffee and eating pastries.",What is the group of people doing in the image?,Eating,Drinking,Smiling,All of the above,D
TRAIN_1005,./dataset/generated/images/scene_798.jpg,"A family is sitting on a couch, with a man reading a book to a group of children. A dog is also present, sitting on the floor next to the family.",What is the man reading to the children?,A book,A newspaper,A magazine,A comic book,A
TRAIN_1006,./dataset/generated/images/scene_799.jpg,"A man and a woman are sitting on the grass, smiling and laughing together. They are holding hands and enjoying each other's company.",What is the man and woman doing in the image?,They are playing a game.,They are sitting on the grass and smiling.,They are holding hands and laughing.,They are standing up and talking.,C
TRAIN_1007,./dataset/generated/images/scene_8.jpg,"A group of four people, two men and two women, sitting on a bench in a park. They are smiling and enjoying their time together.",What is the group of people sitting on?,A bench,A chair,A couch,A bed,A
TRAIN_1008,./dataset/generated/images/scene_80.jpg,"The image is a collage of various pictures of the Statue of Liberty, a city skyline, and other landmarks.",What is the main subject of the image?,Statue of Liberty,City skyline,Landmarks,Water,A
TRAIN_1009,./dataset/generated/images/scene_800.jpg,"A group of people are sitting around a table, enjoying a meal together. They are laughing and having a good time. There are several plates of food, glasses of drinks, and utensils like forks and knives on the table.",What is the main activity in the image?,Eating,Drinking,Laughing,Smiling,A
TRAIN_1010,./dataset/generated/images/scene_801.jpg,"A large crowd of people are gathered in a stadium, cheering and holding up flags. They are watching a game and are very excited.",What is the main activity in the image?,People are watching a game.,People are holding up flags.,People are cheering.,People are standing in a stadium.,A
TRAIN_1011,./dataset/generated/images/scene_802.jpg,"A family is gathered in a living room, with a man holding a baby. There are multiple pictures of the family on the wall, and a TV is present in the room.",What is the main focus of the image?,The baby being held by the man,The family gathered in the living room,The multiple pictures of the family on the wall,The TV in the room,A
TRAIN_1012,./dataset/generated/images/scene_803.jpg,A collage of various photos of an office building.,What is the main focus of the collage?,People,Office furniture,Artwork,Lighting,A
TRAIN_1013,./dataset/generated/images/scene_804.jpg,A collage of photos of a living room and kitchen.,What is the main focus of the image?,A person holding a cell phone,A living room and kitchen,A person sitting on a couch,A person standing in a kitchen,B
TRAIN_1014,./dataset/generated/images/scene_805.jpg,"A person is holding a cell phone with a picture of a mountain range on the screen. The image is captured in a panoramic view, showing the vastness of the landscape.",What is the main subject of the image?,A person holding a cell phone,A mountain range,A cityscape,A beach scene,B
TRAIN_1015,./dataset/generated/images/scene_806.jpg,A collage of photos of children in school.,What is the main subject of the collage?,Children in school,Sports,Animals,Food,A
TRAIN_1016,./dataset/generated/images/scene_807.jpg,"A woman is standing in front of a large stone building, which appears to be an ancient temple. She is wearing a red dress and is posing for a picture.",What is the woman wearing in the image?,A red dress,A white dress,A black dress,A blue dress,A
TRAIN_1017,./dataset/generated/images/scene_808.jpg,"A busy Asian marketplace with people walking around and shopping. The market is filled with various items, including a large number of lanterns hanging from the ceiling.",What is the primary purpose of the lanterns in the marketplace?,Decoration,Lighting,Sale,All of the above,D
TRAIN_1018,./dataset/generated/images/scene_809.jpg,A large red bridge with a white railing and a boat passing underneath. The bridge is over a body of water and has a large arch.,What is the color of the bridge?,Red,White,Blue,Green,A
TRAIN_1019,./dataset/generated/images/scene_81.jpg,"A group of four women are sitting on the beach, smiling and laughing. They are enjoying their time together, and one of them is holding a cell phone.",What is the group of women doing on the beach?,Playing a game,Taking a selfie,Smiling and laughing,All of the above,D
TRAIN_1020,./dataset/generated/images/scene_810.jpg,"A group of large stone pillars, possibly part of a monument or a stone circle, are standing in a grassy field. The sky is cloudy, and the overall atmosphere is somewhat gloomy.",What is the main subject of the image?,A group of large stone pillars,A cloudy sky,A grassy field,A monument or a stone circle,A
TRAIN_1021,./dataset/generated/images/scene_811.jpg,"A large sailing ship with a tall mast and multiple sails is floating on the water. The ship is surrounded by other boats, including a smaller boat in the foreground.",What is the primary function of the large sailing ship in the image?,Transportation,Fishing,Sailing for leisure,Sailing for trade,A
TRAIN_1022,./dataset/generated/images/scene_812.jpg,A black and white photo of a train station with people walking around.,What is the color of the photo?,Black and white,Color,Grayscale,Color,A
TRAIN_1023,./dataset/generated/images/scene_813.jpg,A group of people are standing in front of a building with a glass wall. They are looking at the building and appear to be tourists.,What is the building made of?,Brick,Glass,Concrete,Wood,B
TRAIN_1024,./dataset/generated/images/scene_814.jpg,A red carpet with a star on it. A man is standing on the red carpet. There are palm trees in the background.,What is the man standing on?,Carpet,Star,Red carpet,Palm tree,C
TRAIN_1025,./dataset/generated/images/scene_815.jpg,A group of people walking down a city street at night. They are carrying umbrellas and handbags. The street is lined with buildings and there are traffic lights at the end of the street.,What is the main activity in the image?,Walking,Biking,Shopping,Driving,A
TRAIN_1026,./dataset/generated/images/scene_816.jpg,"A large bridge with a clock tower and a castle-like structure. The bridge is over a body of water, and there are two towers on the bridge.",What is the main structure in the image?,A castle,A bridge,A clock tower,A water tower,B
TRAIN_1027,./dataset/generated/images/scene_817.jpg,"A group of five people, including a man and a woman, are walking down a path in a park. They are carrying a basket of fruit, including apples and oranges.",What is the group of people carrying in the basket?,Apples and oranges,Bananas and oranges,Apples and bananas,Oranges and bananas,A
TRAIN_1028,./dataset/generated/images/scene_818.jpg,"A group of four people, two men and two women, are sitting on the beach. They are all wearing bikinis and sunglasses. They are smiling and enjoying their time together.",What are the people in the image wearing?,Swimsuits,Bikinis,Swim trunks,Wetsuits,B
TRAIN_1029,./dataset/generated/images/scene_819.jpg,"A large group of people are gathered in a dark room, with some of them raising their hands in the air. They are all smiling and enjoying the event.",What is the main activity in the image?,People are dancing,People are singing,People are clapping,People are standing and smiling,A
TRAIN_1030,./dataset/generated/images/scene_82.jpg,"A group of people, including a man and a woman, are standing around a table with a cell phone on it. They are all dressed in business attire, and some of them are holding cell phones.",What is the main activity in the image?,The group is taking a picture of the cell phone.,The group is using the cell phone.,The group is looking at the cell phone.,The group is talking to each other.,A
TRAIN_1031,./dataset/generated/images/scene_820.jpg,"A group of four young people are standing in a grassy field, laughing and enjoying themselves. They are wearing brightly colored shirts and are positioned in a way that suggests they are playing a game or simply having a good time together.",What color are the shirts the people are wearing?,Pink,Green,Blue,White,A
TRAIN_1032,./dataset/generated/images/scene_821.jpg,A woman is taking a picture of the Eiffel Tower with her cell phone. She is standing on a bridge in front of the tower.,What is the woman holding in her hand?,A camera,A cell phone,A book,A remote control,B
TRAIN_1033,./dataset/generated/images/scene_822.jpg,A man wearing headphones and a blue shirt is sitting in the cockpit of a plane. He is smiling and appears to be enjoying his time in the cockpit.,What is the man wearing?,Headphones,Glasses,Shirt,Jacket,A
TRAIN_1034,./dataset/generated/images/scene_823.jpg,"A woman is walking down a busy city street, smiling and looking at the camera. She is wearing a white shirt and carrying a handbag. There are other people walking around her, and a bus is visible in the background.",What is the woman carrying in her handbag?,A book,A cell phone,A wallet,A camera,D
TRAIN_1035,./dataset/generated/images/scene_824.jpg,"A man is kneeling down on a rocky cliff, taking a picture with his camera. He is wearing a hat and a backpack.",What is the man doing in the image?,Standing up,Sitting down,Crouching down,Lying down,B
TRAIN_1036,./dataset/generated/images/scene_825.jpg,"A group of five women wearing bikinis are standing together on a beach, smiling and posing for a picture.",What is the main activity of the women in the image?,Swimming,Sunbathing,Posing for a picture,Surfing,C
TRAIN_1037,./dataset/generated/images/scene_826.jpg,A train station with a row of green and yellow trains parked next to each other.,What color are the trains in the image?,Green and yellow,Red and white,Blue and white,Black and white,A
TRAIN_1038,./dataset/generated/images/scene_827.jpg,"A beautiful beach scene with a palm tree and a blue ocean. The palm tree is located near the water, and the beach is filled with sand.",What is the main object in the image?,A person,A palm tree,A building,A boat,B
TRAIN_1039,./dataset/generated/images/scene_828.jpg,"The image shows a city street at night with a row of brightly lit signs. The signs are illuminated by neon lights, creating a vibrant and lively atmosphere.",What is the primary source of light in the image?,Neon lights,Car headlights,Streetlights,Moonlight,A
TRAIN_1040,./dataset/generated/images/scene_829.jpg,A busy city street with people walking and a double-decker bus driving down the street.,What is the main activity in the image?,People walking on the street,Bus driving down the street,People walking on the sidewalk,Bus driving down the street,A
TRAIN_1041,./dataset/generated/images/scene_83.jpg,A family is posing for a picture with two babies and two adults. The babies are smiling and the adults are also smiling. The family is sitting on a couch.,What is the main focus of the image?,The couch,The babies,The adults,The family,D
TRAIN_1042,./dataset/generated/images/scene_830.jpg,"The image features a small island with a white house on it, surrounded by palm trees. The island is located in a body of water, possibly the ocean.",What is the main feature of the image?,A large island,A small island with a white house,A beach with palm trees,A large body of water,B
TRAIN_1043,./dataset/generated/images/scene_831.jpg,"The image features a beautiful beach scene with a palm tree standing near the water. The tree is surrounded by a sandy beach, and the ocean is visible in the background. There are also a few people enjoying the beach.",What is the main subject of the image?,Palm tree,People,Ocean,Beach,A
TRAIN_1044,./dataset/generated/images/scene_832.jpg,"The image is a nighttime cityscape with bright lights and a blurry effect. There are cars driving down the street, and a traffic light is visible.",What is the main subject of the image?,Buildings,Cars,Traffic light,Lights,B
TRAIN_1045,./dataset/generated/images/scene_833.jpg,"A busy city street with people walking and standing around. A woman is walking down the street, talking on her cell phone. There are multiple people in the scene, some carrying handbags.",What is the woman talking on her cell phone about?,Her shopping plans,Her work schedule,Her personal life,Her plans for the day,C
TRAIN_1046,./dataset/generated/images/scene_834.jpg,"The image features a beautiful beach scene with a palm tree, a pier, and a sunset. The water is calm, and the sun is setting, creating a serene atmosphere.",What is the main focus of the image?,The pier,The sunset,The palm tree,The water,B
TRAIN_1047,./dataset/generated/images/scene_835.jpg,A busy city street filled with people walking around and shopping. The street is lined with colorful buildings and has a lively atmosphere.,What is the main activity in the image?,People walking around and shopping,People standing and talking,People walking around and shopping,People standing and talking,A
TRAIN_1048,./dataset/generated/images/scene_836.jpg,"The image depicts a serene forest scene with a river flowing through it. There are several trees surrounding the river, and a few rocks can be seen in the water. The forest appears to be lush and green, providing a peaceful atmosphere.",What is the primary element in the image?,River,Trees,Rocks,Forest,A
TRAIN_1049,./dataset/generated/images/scene_837.jpg,"A small bird is perched on a tree branch. The bird is looking at the camera, and it appears to be a sunny day.",What color is the bird's head?,Green,Yellow,Red,Blue,A
TRAIN_1050,./dataset/generated/images/scene_838.jpg,"The image features a city skyline at night, with tall buildings and a bridge. The city is lit up with lights, creating a beautiful and vibrant atmosphere.",What is the main subject of the image?,A bridge,Tall buildings,Lights,Water,B
TRAIN_1051,./dataset/generated/images/scene_839.jpg,A woman is standing on a cliff overlooking the ocean. She is wearing a green shirt and has long hair.,What color is the woman's shirt?,Green,White,Black,Red,A
TRAIN_1052,./dataset/generated/images/scene_84.jpg,"A group of people are standing on a sidewalk, looking at their cell phones. They are wearing backpacks and have various items with them.",What is the group of people doing in the image?,Talking to each other,Looking at their cell phones,Walking down the street,All of the above,B
TRAIN_1053,./dataset/generated/images/scene_840.jpg,"The image shows a desert landscape with a sandy terrain and a mountain range in the background. The sun is setting, casting a warm glow on the scene.",What is the main subject of the image?,A sandy beach,A mountain range,A sunset,A cityscape,C
TRAIN_1054,./dataset/generated/images/scene_841.jpg,"A group of people walking down a street, some of them carrying backpacks and handbags.",What is the main activity in the image?,Walking,Shopping,Talking,Eating,A
TRAIN_1055,./dataset/generated/images/scene_842.jpg,"A group of people are sitting on the beach, enjoying the sun and the water. There are several umbrellas set up, providing shade for the beachgoers. Some people are sitting on mats, while others are sitting on chairs.",What is the main activity of the people in the image?,Swimming,Sunbathing,Playing beach games,Building sandcastles,B
TRAIN_1056,./dataset/generated/images/scene_843.jpg,"A group of people are standing in front of a large monument, taking pictures of it with their cell phones.",What is the main activity in the image?,People are taking pictures of the monument.,People are standing in front of the monument.,People are walking around the monument.,People are sitting in front of the monument.,A
TRAIN_1057,./dataset/generated/images/scene_844.jpg,"A group of people walking down a street, some of them carrying backpacks.",What is the main activity in the image?,Walking,Talking,Shopping,Eating,A
TRAIN_1058,./dataset/generated/images/scene_845.jpg,"The image is a nighttime view of a city with tall buildings and a large body of water. The city lights are reflecting off the water, creating a beautiful and serene atmosphere.",What is the main subject of the image?,A large body of water,Tall buildings,City lights,A combination of the above,D
TRAIN_1059,./dataset/generated/images/scene_846.jpg,"The image features a beautiful sunset with a tree in the foreground. The sun is setting behind the tree, creating a serene atmosphere.",What is the main subject of the image?,The sun,The tree,The sky,The field,A
TRAIN_1060,./dataset/generated/images/scene_847.jpg,"The image features a serene lake surrounded by trees, with a mountain in the background. The water is crystal clear, reflecting the beauty of the landscape.",What is the primary focus of the image?,The trees,The lake,The mountain,The sky,B
TRAIN_1061,./dataset/generated/images/scene_848.jpg,"The image features a beautiful sunset over the ocean, with a cloudy sky and a silhouette of a bird flying over the water. The scene is painted in a vibrant color palette, capturing the essence of the sunset.",What is the main subject of the image?,A bird flying over the ocean,The sunset over the ocean,The cloudy sky,The silhouette of a bird,B
TRAIN_1062,./dataset/generated/images/scene_849.jpg,A woman with long hair and a white top is smiling and posing for a picture.,What is the woman wearing in the image?,A white top,A white dress,A white shirt,A white blouse,A
TRAIN_1063,./dataset/generated/images/scene_85.jpg,"A man and a woman are standing close to each other, smiling and embracing. They are both wearing white shirts.",What color are the shirts the man and woman are wearing?,Black,White,Red,Blue,B
TRAIN_1064,./dataset/generated/images/scene_850.jpg,"A road is shown with a yellow line down the middle. A large cloud is looming over the road, and it appears to be raining.",What is the main feature of the image?,A large cloud,A yellow line on the road,Rain,Trees,A
TRAIN_1065,./dataset/generated/images/scene_851.jpg,"A group of five people, including a boy and a girl, are posing for a picture. They are all smiling and appear to be enjoying the moment. The boy is holding a cell phone, possibly taking a selfie or capturing the group photo.",What is the boy holding in his hand?,A camera,A cell phone,A remote control,A book,B
TRAIN_1066,./dataset/generated/images/scene_852.jpg,A person is holding a cell phone and taking a picture of a snowy mountain with a ski lift in the background.,What is the person holding in their hand?,A camera,A cell phone,A ski lift ticket,A snowboard,B
TRAIN_1067,./dataset/generated/images/scene_853.jpg,"A group of people are sitting around a table in a restaurant, enjoying a meal together. There are wine glasses, plates of food, and a variety of utensils on the table.",What is the main activity in the image?,Eating,Drinking,Socializing,All of the above,D
TRAIN_1068,./dataset/generated/images/scene_854.jpg,A group of young boys playing soccer on a field. They are wearing red and blue uniforms and are actively engaged in the game.,What color are the uniforms the boys are wearing?,Red and blue,White and black,Green and yellow,White and red,A
TRAIN_1069,./dataset/generated/images/scene_855.jpg,A group of people are standing in a large room with a roller coaster in the background. They are smiling and enjoying their time.,What is the main attraction in the room?,Roller coaster,Carousel,Ferris wheel,Swimming pool,A
TRAIN_1070,./dataset/generated/images/scene_856.jpg,"A person is holding a cell phone and taking a picture of a beautiful mountain view. The scene includes a road, a forest, and a mountain.",What is the person holding in their hand?,A camera,A cell phone,A book,A remote control,B
TRAIN_1071,./dataset/generated/images/scene_857.jpg,"A group of people are sitting around a table, enjoying a meal together. They have plates of food in front of them, and there are wine glasses and bottles on the table.",What is the main activity in the image?,Eating,Drinking,Socializing,All of the above,D
TRAIN_1072,./dataset/generated/images/scene_858.jpg,A group of young boys playing soccer on a field. They are running and chasing after a soccer ball.,What is the main activity in the image?,Playing soccer,Running,Chasing after a ball,Playing with a frisbee,A
TRAIN_1073,./dataset/generated/images/scene_859.jpg,"The image shows a large amusement park with a variety of rides and attractions. People are walking around, enjoying the day. There are several rides, including a roller coaster, a carousel, and a Ferris wheel.",What is the main attraction in the image?,A roller coaster,A carousel,A Ferris wheel,A fountain,A
TRAIN_1074,./dataset/generated/images/scene_86.jpg,"A group of people, including both men and women, are standing on a beach. They are smiling and holding a tablet, which appears to be a cell phone.",What is the group of people holding?,A cell phone,A tablet,A book,A laptop,B
TRAIN_1075,./dataset/generated/images/scene_860.jpg,"A family of five, consisting of a man, a woman, and three children, are standing on the beach at sunset. They are holding hands and smiling, creating a warm and happy atmosphere.",What is the family doing in the image?,They are walking on the beach.,They are holding hands.,They are smiling.,They are posing for a picture.,D
TRAIN_1076,./dataset/generated/images/scene_861.jpg,"A group of four women sitting on a blanket in a park, enjoying a picnic. They are surrounded by a beautiful mountain landscape.",What is the main activity of the women in the image?,Hiking,Picnicking,Camping,Mountain climbing,B
TRAIN_1077,./dataset/generated/images/scene_862.jpg,"A group of four young women walking down a street, each carrying a handbag. They are wearing jeans and jackets, and one of them is holding a coffee cup.",What is the main activity of the group of women in the image?,Walking,Talking,Drinking coffee,Shopping,A
TRAIN_1078,./dataset/generated/images/scene_863.jpg,"A group of women are sitting on a blanket on the beach, enjoying a picnic. They are eating sandwiches and drinking from cups.",What is the main activity of the women in the image?,They are sitting on a blanket on the beach.,They are eating sandwiches and drinking from cups.,They are playing beach volleyball.,They are swimming in the ocean.,B
TRAIN_1079,./dataset/generated/images/scene_864.jpg,A group of six people posing for a picture in the woods. They are all smiling and appear to be enjoying their time together.,What is the group of people posing for in the woods?,A picture,A video,A painting,A sculpture,A
TRAIN_1080,./dataset/generated/images/scene_865.jpg,"Three women are sitting on a blanket on the beach, enjoying a picnic. They are smiling and having a good time. There are plates of food, cups, and a handbag nearby.",What is the main activity of the women in the image?,Swimming,Eating,Sunbathing,Surfing,B
TRAIN_1081,./dataset/generated/images/scene_866.jpg,"The image shows a busy city street with a group of people walking around. There are tall buildings in the background, and the street is filled with pedestrians.",What is the main activity in the image?,People walking around,People standing in the street,People walking on a sidewalk,People walking on a street,A
TRAIN_1082,./dataset/generated/images/scene_867.jpg,"The image features a beautiful sunset with a pink sky and clouds. There is a tree in the foreground, and a car is parked in the background.",What is the main subject of the image?,A car,A tree,A sunset,A cloud,C
TRAIN_1083,./dataset/generated/images/scene_868.jpg,"The image features a beautiful beach scene with a palm tree and a blue ocean. The palm tree is located near the water, and the ocean is calm and serene.",What is the main subject of the image?,A person,A boat,A beach,A palm tree,D
TRAIN_1084,./dataset/generated/images/scene_869.jpg,"A busy city street with many people walking around. There are tall buildings in the background, and a large group of people are crossing the street.",What is the main activity in the image?,People walking around,People crossing the street,People standing on the sidewalk,People walking on the street,A
TRAIN_1085,./dataset/generated/images/scene_87.jpg,"A woman is sitting at a desk with a laptop, and she is looking at her cell phone. There are other people in the room, and a potted plant is visible.",What is the woman looking at on her cell phone?,A text message,A social media post,A news article,A photo,A
TRAIN_1086,./dataset/generated/images/scene_870.jpg,"A beautiful mountain landscape with a field of flowers and a town in the valley. The sun is setting, casting a warm glow on the scene.",What is the main focus of the image?,The town in the valley,The sunset,The field of flowers,The mountains,C
TRAIN_1087,./dataset/generated/images/scene_871.jpg,A woman with long hair is looking at another woman. They are both wearing white shirts.,What color are the women's shirts?,Black,White,Red,Blue,B
TRAIN_1088,./dataset/generated/images/scene_872.jpg,A person is holding a cell phone with a variety of food images displayed on the screen.,What type of food images are displayed on the cell phone screen?,Fruits and vegetables,Desserts,Meat and fish,All of the above,D
TRAIN_1089,./dataset/generated/images/scene_873.jpg,"A woman with long hair is sitting in a chair, looking at the camera. She is wearing a white shirt and has a cup in front of her.",What is the woman's hair color?,Black,Brown,Blonde,Red,B
TRAIN_1090,./dataset/generated/images/scene_874.jpg,A woman with brown hair and a blue shirt is looking at the camera. She is wearing a gray jacket and is standing in front of a tree.,What color is the woman's shirt?,Blue,Red,Green,White,A
TRAIN_1091,./dataset/generated/images/scene_875.jpg,"The image features a rock with moss growing on it, sitting in a stream of water. The rock is surrounded by trees, creating a serene and natural setting.",What is the main subject of the image?,A tree,A rock with moss,A stream of water,A forest,B
TRAIN_1092,./dataset/generated/images/scene_876.jpg,A busy city street at night with people walking and neon lights illuminating the area.,What is the main activity in the image?,People walking on the street,Shopping in stores,Eating at restaurants,Watching movies,A
TRAIN_1093,./dataset/generated/images/scene_877.jpg,"The image shows a group of people enjoying a sunny day at the beach. They are playing in the ocean, with some of them riding waves on surfboards. The waves are crashing, and the sun is shining brightly, creating a perfect beach atmosphere.",What is the main activity taking place in the image?,Swimming,Surfing,Sunbathing,Building sandcastles,B
TRAIN_1094,./dataset/generated/images/scene_878.jpg,"The image features a beautiful waterfall surrounded by lush green trees and moss. The waterfall is located in a forest, and the scene is serene and picturesque.",What is the main focus of the image?,The waterfall,The forest,The moss,The trees,A
TRAIN_1095,./dataset/generated/images/scene_879.jpg,A busy city street filled with people walking and shopping. The street is lined with stores and has a large number of pedestrians.,What is the main activity in the image?,People walking on the street,Shopping in stores,Driving cars,Eating in restaurants,A
TRAIN_1096,./dataset/generated/images/scene_88.jpg,"A family is gathered around a baby in a bed, smiling and posing for a picture.",What is the baby wearing?,Blanket,Shirt,Hat,None of the above,A
TRAIN_1097,./dataset/generated/images/scene_880.jpg,"A football game is being played in front of a large crowd. The players are on the field, and the fans are in the stands, cheering for their favorite teams.",What is the main focus of the image?,The players on the field,The fans in the stands,The football game,The large crowd,A
TRAIN_1098,./dataset/generated/images/scene_881.jpg,"A busy city street filled with people walking and sitting at tables. The street is lined with shops and restaurants, and there are many signs in the area.",What is the main activity in the image?,People walking on the street,People sitting at tables,People shopping in the stores,People eating in the restaurants,A
TRAIN_1099,./dataset/generated/images/scene_882.jpg,A man is walking down a street with a green umbrella above his head. There are several people sitting at tables outside of a building.,What is the man walking under?,A green umbrella,A red umbrella,A white umbrella,A black umbrella,A
TRAIN_1100,./dataset/generated/images/scene_883.jpg,"A group of people are walking down a street at night, with neon lights illuminating the area. They are passing by a bar with a sign that says ""Down with Drette.""",What is the name of the bar in the image?,The Drette Tees,The Drette Bar,The Drette Pub,The Drette Lounge,A
TRAIN_1101,./dataset/generated/images/scene_884.jpg,A group of people are standing on a balcony overlooking a city. They are enjoying the view and the company of each other.,What is the main activity of the people in the image?,Walking,Talking,Sitting,Looking at the city,D
TRAIN_1102,./dataset/generated/images/scene_885.jpg,"A group of people sitting at tables outside, enjoying their time in a city setting.",What is the main activity of the people in the image?,Eating,Drinking,Sitting,Walking,C
TRAIN_1103,./dataset/generated/images/scene_886.jpg,A woman in a white shirt and black skirt is standing in front of a counter. She is wearing a black tie and has her hands clasped together.,What is the woman wearing?,A black tie,A white shirt,A black skirt,A white shirt and black skirt,A
TRAIN_1104,./dataset/generated/images/scene_887.jpg,"A man is wearing a blue shirt and a blue hat, and he is tending to a garden. He is holding a trowel and appears to be planting something.",What is the man wearing?,A blue shirt and a blue hat,A blue shirt and a red hat,A red shirt and a blue hat,A red shirt and a red hat,A
TRAIN_1105,./dataset/generated/images/scene_888.jpg,"A man is taking a picture of a woman on a busy street. There are several people walking around, and some are carrying handbags.",What is the man taking a picture of?,The woman,The handbag,The people walking around,The busy street,A
TRAIN_1106,./dataset/generated/images/scene_889.jpg,A man is doing a push-up on a gym floor. He is wearing a gray tank top and black shorts. There is a barbell and a blue ball in the background.,What is the man doing in the image?,Lifting weights,Doing a push-up,Playing basketball,Running,B
TRAIN_1107,./dataset/generated/images/scene_89.jpg,"A group of young people are standing on a sidewalk, smiling and looking at their cell phones. They are all wearing shorts and appear to be enjoying their time together.",What is the group of people doing in the image?,Playing a game,Taking a selfie,Looking at their cell phones,All of the above,D
TRAIN_1108,./dataset/generated/images/scene_890.jpg,A person is taking a picture of a trail in the woods. The person is holding a cell phone and capturing the scene.,What is the person holding in their hand?,Camera,Cell phone,Laptop,Remote control,B
TRAIN_1109,./dataset/generated/images/scene_896.jpg,"The image features a beautiful mountain valley with a lush green field and a small village nestled in the valley. The sun is setting, casting a warm glow over the scene.",What is the main focus of the image?,The sunset,The village,The green field,The mountains,A
TRAIN_1110,./dataset/generated/images/scene_897.jpg,A beautiful beach with a cliff overlooking the ocean. The beach is covered in sand and has a pinkish hue. The ocean is calm and blue.,What color is the sand on the beach?,Pink,White,Green,Blue,A
TRAIN_1111,./dataset/generated/images/scene_898.jpg,Two people are walking in a forest at night. They are surrounded by trees and the sky is filled with stars.,What is the main activity in the image?,Walking,Talking,Stargazing,Sitting,C
TRAIN_1112,./dataset/generated/images/scene_899.jpg,"The image features a city street with a rainbow in the sky. The rainbow is visible above the city, creating a beautiful and colorful scene. The street is busy with traffic, including cars and buses, and there are pedestrians walking along the sidewalk.",What is the main subject of the image?,A city street,A rainbow in the sky,Traffic and pedestrians,A city skyline,A
TRAIN_1113,./dataset/generated/images/scene_9.jpg,"A group of four people, two men and two women, are standing in front of a large brick building, possibly a historical monument. They are posing for a picture, and one of the men is pointing at something.",What is the man pointing at in the image?,A building,A monument,A person,A camera,B
